"Step","finetuned","finetune_100epoch_lowerlr - loss__MIN","finetune_100epoch_lowerlr - loss__MAX","scratch","scratch_100epoch - loss__MIN","scratch_100epoch - loss__MAX"
"880","0.0025386943016201258","0.0025386943016201258","0.0025386943016201258","1.0694544315338135","1.0694544315338135","1.0694544315338135"
"900","0.0022149295546114445","0.0022149295546114445","0.0022149295546114445","0.9637843370437622","0.9637843370437622","0.9637843370437622"
"920","0.0023608035407960415","0.0023608035407960415","0.0023608035407960415","1.0444574356079102","1.0444574356079102","1.0444574356079102"
"940","0.0022032647393643856","0.0022032647393643856","0.0022032647393643856","0.9598075151443481","0.9598075151443481","0.9598075151443481"
"960","0.001964360475540161","0.001964360475540161","0.001964360475540161","0.9820011854171753","0.9820011854171753","0.9820011854171753"
"980","0.002057461766526103","0.002057461766526103","0.002057461766526103","1.0542519092559814","1.0542519092559814","1.0542519092559814"
"1000","0.0017102495767176151","0.0017102495767176151","0.0017102495767176151","0.9674672484397888","0.9674672484397888","0.9674672484397888"
"1020","0.001822936930693686","0.001822936930693686","0.001822936930693686","1.0297073125839233","1.0297073125839233","1.0297073125839233"
"1040","0.0016933826263993979","0.0016933826263993979","0.0016933826263993979","0.9316220283508301","0.9316220283508301","0.9316220283508301"
"1060","0.002012542448937893","0.002012542448937893","0.002012542448937893","1.008521318435669","1.008521318435669","1.008521318435669"
"1080","0.0015797134255990386","0.0015797134255990386","0.0015797134255990386","1.0169897079467773","1.0169897079467773","1.0169897079467773"
"1100","0.0017609245842322707","0.0017609245842322707","0.0017609245842322707","0.9745672345161438","0.9745672345161438","0.9745672345161438"
"1120","0.001717220526188612","0.001717220526188612","0.001717220526188612","1.003617763519287","1.003617763519287","1.003617763519287"
"1140","0.0017685386119410396","0.0017685386119410396","0.0017685386119410396","1.1710352897644043","1.1710352897644043","1.1710352897644043"
"1160","0.0016085339011624455","0.0016085339011624455","0.0016085339011624455","0.9518342614173889","0.9518342614173889","0.9518342614173889"
"1180","0.0014008376747369766","0.0014008376747369766","0.0014008376747369766","0.9516760110855103","0.9516760110855103","0.9516760110855103"
